339,3,11,5,1,0,4
340,3,11,5,2,1,2
341,3,11,none,1,0,8
342,3,11,17,2,1,8
343,3,5,14,1,0,3
344,3,5,14,2,1,1
345,3,6,12,1,0,7
346,3,6,12,2,1,5
347,3,6,7,1,0,4
348,3,6,7,2,1,4
349,3,11,none,1,0,3
350,3,11,none,2,1,6
351,3,1,none,1,1,4
352,3,1,none,1,1,5
353,3,8,none,1,0,1
354,3,8,none,2,1,1
355,3,8,none,1,0,1
356,3,8,none,2,0,1
357,3,12,3,1,1,5
358,3,14,none,2,1,2
359,3,17,none,1,1,9
360,3,14,none,1,0,2
361,3,15,none,1,0,4
362,3,15,none,2,1,4
363,3,15,11,1,0,2
364,3,15,11,2,0,2
365,3,15,11,3,1,2
366,3,11,none,1,0,2
367,3,11,none,2,1,2
368,3,11,none,2,1,6
369,3,11,6,1,1,4
370,3,11,none,1,1,6
371,3,16,none,1,0,2
372,3,16,none,2,0,9
373,3,16,3,3,1,2
374,3,9,14,1,0,2
375,3,9,14,2,0,2
376,3,9,14,3,1,2
377,3,6,none,1,1,3
378,3,15,none,1,1,2
379,3,9,none,1,1,4
380,3,16,14,1,1,8
381,3,16,14,1,1,2
382,3,11,none,1,1,2
383,3,5,none,1,1,8
384,3,16,3,1,1,5
385,3,9,14,1,1,10
386,3,14,none,1,1,8
387,4,12,none,1,0,5
388,4,12,none,2,0,5
389,4,12,5,3,1,5
390,4,10,none,1,0,3
391,4,10,2,2,0,3
392,4,10,2,3,1,3
393,4,11,none,1,0,2
394,4,11,none,2,0,2
395,4,11,9,3,1,2
396,4,1,3,1,0,3
397,4,1,3,2,0,3
398,4,1,3,3,1,3
399,4,1,none,1,0,3
400,4,1,11,2,1,3
401,4,7,none,1,0,8
402,4,7,none,2,1,8
403,4,13,none,1,0,2
404,4,13,none,2,0,2
405,4,13,none,3,1,2
406,4,12,4,1,0,5
407,4,12,4,3,1,5
408,4,6,none,1,0,2
409,4,6,none,2,1,2
410,4,6,9,1,0,4
411,4,6,9,2,1,4
412,4,7,none,1,0,5
413,4,7,12,2,1,5
414,4,7,3,2,1,10
415,4,7,3,1,0,10
416,4,7,3,2,1,10
417,4,13,none,1,1,9
418,4,11,none,1,0,3
419,4,11,none,2,1,3
420,4,12,none,1,0,6
421,4,12,none,2,1,7
422,4,11,none,1,0,7
423,4,11,5,2,1,7
424,4,1,none,2,1,7
425,4,8,3,1,0,7
426,4,8,3,2,1,7
427,4,1,none,1,0,3
428,4,1,none,2,1,3
429,4,8,none,2,1,7
430,4,17,3,2,1,1
431,4,1,none,1,0,4
432,4,1,none,2,1,4
433,4,14,none,1,0,10
434,4,4,17,1,0,7
435,4,4,17,2,1,7
436,4,9,14,1,0,5
437,4,9,14,2,1,5
438,4,6,none,1,0,3
439,4,14,18,1,0,6
440,4,1,none,1,0,6
441,4,1,3,1,1,1
442,4,8,17,1,1,7
443,4,16,5,1,0,2
444,4,16,5,2,0,2
445,4,16,5,3,1,2
446,4,1,none,1,0,1
447,4,2,none,1,0,2
448,4,2,9,2,1,2
449,4,5,none,1,0,3
450,4,5,none,2,1,3
451,4,4,7,1,0,7
452,4,4,17,2,1,7
453,4,4,2,1,0,2
454,4,4,2,2,1,2
455,4,12,none,1,1,5
456,4,11,none,1,0,2
457,4,11,none,2,1,2
458,4,11,3,1,0,2
459,4,12,15,1,0,9
460,4,12,15,2,1,9
461,4,17,15,2,1,1
462,4,13,9,3,1,4
463,4,1,none,2,1,6
464,4,5,6,3,1,4
465,4,12,none,2,1,2
466,4,13,none,3,1,10
467,4,10,none,3,1,8
468,4,18,3,3,1,9
469,4,7,3,2,1,5
470,4,12,none,2,1,5
471,4,15,none,2,1,2
472,4,5,3,2,1,7
473,4,15,5,3,1,3
474,4,1,none,3,1,8
475,4,14,2,3,1,9
476,4,6,9,2,1,4
477,4,8,none,3,1,1
478,4,15,8,2,1,9
479,4,13,8,1,1,8
480,4,14,none,1,1,10
481,4,14,none,1,1,6
482,4,14,none,1,1,2
483,4,9,16,1,1,9
484,4,11,16,1,1,7
485,4,10,9,1,1,3
486,4,1,none,1,1,9
487,4,8,16,1,1,1
488,4,14,none,1,1,10
489,4,11,none,1,1,2
490,4,11,none,1,1,2
491,4,17,none,1,1,1
492,4,12,none,1,1,5
493,4,1,none,1,1,9
494,5,14,10,1,1,10
495,5,12,none,1,0,5
496,5,12,none,2,0,5
497,5,12,none,3,1,5
498,5,10,none,1,0,8
499,5,10,2,2,0,8
500,5,10,2,3,1,8
501,5,11,none,1,0,2
502,5,11,none,2,0,2
503,5,11,none,3,1,2
504,5,1,none,1,0,3
505,5,1,none,2,1,3
506,5,1,none,1,0,3
507,5,1,none,2,0,4
508,5,1,none,3,1,4
509,5,17,none,1,0,7
510,5,17,none,2,1,7
511,5,12,none,1,0,5
512,5,12,none,2,1,5
513,5,10,none,1,0,8
514,5,10,none,2,1,8
515,5,11,none,1,0,2
516,5,11,none,2,1,2
517,5,14,none,1,0,6
518,5,14,none,2,1,6
519,5,1,3,1,0,4
520,5,1,3,2,0,4
521,5,1,3,3,1,4
522,5,13,none,1,0,1
523,5,13,none,2,1,1
524,5,6,none,1,0,2
525,5,6,none,2,0,2
526,5,6,none,3,1,2
527,5,14,3,1,0,2
528,5,14,3,2,1,2
529,5,5,none,1,0,4
530,5,5,9,2,1,4
531,5,1,none,1,1,6
532,5,2,none,1,0,4
533,5,2,none,2,0,4
534,5,2,none,3,1,3
535,5,11,none,1,0,2
536,5,11,5,2,0,2
537,5,11,5,3,1,2
538,5,2,none,1,1,8
539,5,2,none,1,1,2
540,5,7,12,1,0,10
541,5,7,12,2,0,5
542,5,7,12,3,1,10
543,5,7,4,1,0,8
544,5,7,4,2,0,4
545,5,7,4,3,1,8
546,5,12,18,1,0,5
547,5,12,18,2,1,5
548,5,12,none,1,0,5
549,5,12,none,2,1,5
550,5,11,none,1,0,5
551,5,5,17,1,0,3
552,5,5,17,2,0,3
553,5,5,17,3,1,8
554,5,10,none,1,0,8
555,5,10,none,2,1,8
556,5,12,none,1,1,5
557,5,7,6,1,0,8
558,5,7,6,2,1,8
559,5,17,2,1,0,10
560,5,17,2,2,1,8
561,5,14,3,1,1,1
562,5,8,none,1,0,1
563,5,8,none,2,1,10
564,5,11,6,1,0,2
565,5,11,6,2,1,2
566,5,6,3,1,0,10
567,5,6,3,2,1,10
568,5,4,none,1,0,5
569,5,4,none,2,1,5
570,5,17,none,1,0,4
571,5,17,none,2,1,4
572,5,1,none,1,0,4
573,5,1,none,2,1,4
574,5,14,none,1,0,7
575,5,14,none,2,0,7
576,5,14,none,3,1,7
577,5,14,none,1,0,5
578,5,14,none,2,0,5
579,5,14,none,3,1,5
580,5,11,3,1,0,2
581,5,11,3,2,1,9
582,5,15,none,1,0,9
583,5,15,none,2,0,9
584,5,15,none,3,1,9
585,5,1,12,1,0,6
586,5,1,12,2,1,3
587,5,13,3,1,1,9
588,5,7,none,1,0,2
589,5,7,9,2,1,4
590,5,12,4,1,0,9
591,5,12,4,2,1,9
592,5,11,8,1,0,9
593,5,11,8,2,1,9
594,5,11,none,1,1,6
595,5,7,13,1,0,10
596,5,7,13,2,1,10
597,5,12,9,1,0,4
598,5,12,9,2,1,4
599,5,9,none,1,0,4
600,5,9,none,2,0,4
601,5,9,none,3,1,4
602,5,13,none,1,0,9
603,5,13,none,2,0,2
604,5,13,none,3,1,2
605,5,14,none,1,0,2
606,5,14,none,2,1,3
607,5,8,10,1,0,9
608,5,8,10,2,0,1
609,5,8,10,3,1,1
610,5,16,none,1,0,5
611,5,16,none,2,0,5
612,5,16,none,3,1,10
613,5,15,none,1,0,9
614,5,15,none,2,1,9
615,5,15,none,1,1,2
616,5,7,none,1,0,8
617,5,7,none,2,1,8
618,5,5,13,1,1,3
619,5,2,none,1,0,10
620,5,2,none,2,1,7
621,5,16,none,1,1,8
622,5,5,8,1,0,5
623,5,5,8,2,1,5
624,5,17,9,1,0,8
625,5,17,9,2,0,8
626,5,1,none,1,1,3
627,5,1,3,1,0,9
628,5,1,3,2,1,8
629,5,17,3,1,0,3
630,5,17,3,2,1,3
631,5,10,none,1,1,8
632,5,7,9,1,1,4
633,5,17,16,1,0,2
634,5,17,16,2,0,2
635,5,17,16,3,1,2
636,5,7,10,1,0,9
637,5,7,10,2,1,9
638,5,9,2,1,1,2
639,5,6,2,1,1,4
640,5,12,2,1,1,5
641,5,3,none,1,1,5
642,5,13,3,1,1,2
643,5,16,10,1,1,9
644,5,16,13,1,1,1
645,5,5,3,1,1,3
646,5,16,15,1,1,4
647,5,11,2,1,1,10
648,5,1,14,1,1,9
649,5,7,9,1,1,7
650,6,12,none,1,0,5
651,6,12,none,2,0,5
652,6,12,2,3,1,5
653,6,10,none,1,0,8
654,6,10,none,2,0,8
655,6,10,14,3,1,8
656,6,11,none,1,0,2
657,6,11,none,2,0,2
658,6,11,17,3,1,2
659,6,1,none,1,0,3
660,6,1,5,2,1,3
661,6,1,3,1,0,8
662,6,10,3,2,0,8
663,6,10,3,3,1,8
664,6,7,none,1,0,1
665,6,7,none,2,0,1
666,6,7,3,3,1,9
667,6,10,1,1,0,3
668,6,10,1,2,1,3
669,6,18,none,1,0,9
670,6,18,none,2,0,9
671,6,18,none,3,1,9
672,6,12,none,1,0,3
673,6,12,none,2,1,3
674,6,2,none,1,0,9
675,6,2,17,2,1,9
676,6,1,none,1,1,9
677,6,14,none,1,0,4
678,6,14,none,2,1,2
679,6,9,8,1,0,3
680,6,9,8,2,0,3
681,6,9,8,3,1,3
682,6,18,none,1,0,6
683,6,18,none,2,1,6
684,6,18,none,1,0,9
685,6,18,none,2,1,9
686,6,17,14,1,0,2
687,6,17,14,2,1,2
688,6,6,11,1,0,3
689,6,6,11,2,1,3
690,6,4,11,1,0,3
691,6,4,16,2,1,3
692,6,11,none,1,0,2
693,6,11,none,2,1,2
694,6,13,1,1,0,10
695,6,13,1,2,1,10
696,6,6,16,1,0,3
697,6,6,16,2,1,8
698,6,6,15,1,0,2
699,6,6,15,2,1,2
700,6,18,none,2,1,6
701,6,2,3,1,1,5
702,6,13,18,1,1,10
703,6,6,18,1,1,4
704,6,16,none,1,0,7
705,6,16,none,2,0,7
706,6,16,none,3,1,7
707,6,9,18,1,1,4
708,6,8,12,1,0,3
709,6,8,12,2,1,3
710,6,8,12,1,0,3
711,6,8,12,2,1,3
712,6,15,none,1,0,2
713,6,15,none,2,1,2
714,6,3,16,1,0,7
715,6,3,16,2,1,7
716,6,18,none,1,1,2
717,6,17,3,1,1,8
718,6,16,5,1,1,5
719,6,6,18,1,1,6
720,6,14,8,1,1,7
721,6,10,11,1,1,3
722,7,12,3,1,0,3
723,7,12,3,2,0,3
724,7,12,8,3,1,3
725,7,10,none,1,0,8
726,7,10,none,2,0,8
727,7,10,17,3,1,8
728,7,11,none,1,0,2
729,7,11,none,2,0,2
730,7,11,18,3,1,2
731,7,1,3,1,0,1
732,7,1,3,2,0,1
733,7,1,3,3,1,1
734,7,1,none,1,0,3
735,7,1,none,2,1,3
736,7,7,none,1,0,4
737,7,7,13,2,0,5
738,7,7,13,3,1,2
739,7,2,none,1,0,7
740,7,2,15,2,1,9
741,7,10,3,1,1,8
742,7,7,18,1,0,10
743,7,7,18,2,1,10
744,7,6,none,1,0,3
745,7,6,none,2,1,3
746,7,11,none,1,1,2
747,7,4,11,1,0,2
748,7,4,11,2,1,2
749,7,5,none,1,0,3
750,7,5,none,2,1,3
751,7,11,7,1,0,5
752,7,11,7,2,1,5
753,7,12,none,1,0,6
754,7,12,none,2,1,6
755,7,12,18,1,0,7
756,7,12,18,2,1,7
757,7,4,10,1,0,1
758,7,4,10,2,1,1
759,7,1,2,1,0,6
760,7,1,2,2,1,6
761,7,12,none,1,0,7
762,7,12,none,2,0,7
763,7,12,none,3,1,7
764,7,18,none,1,1,5
765,7,1,14,1,1,9
766,7,2,none,1,1,9
767,7,7,11,1,0,4
768,7,7,11,2,1,4
769,7,8,5,1,0,3
770,7,8,5,2,1,3
771,7,11,none,1,1,1
772,7,1,none,1,0,4
773,7,1,none,2,1,4
774,7,6,3,1,1,3
775,7,1,none,1,1,2
776,7,10,16,1,1,8
777,7,13,9,1,1,4
778,7,8,18,1,1,10
779,7,11,14,1,1,6
780,7,1,16,1,1,9
781,7,8,12,1,1,5
782,7,16,none,1,0,4
783,7,16,2,2,0,4
784,7,16,2,3,1,4
785,7,13,18,1,1,10
786,7,14,18,1,1,6
787,7,12,18,1,1,8
788,7,11,18,1,1,7
789,7,14,none,1,0,2
790,7,14,none,2,0,2
791,7,14,9,3,1,9
792,7,14,8,3,1,7
793,7,6,4,1,1,9
794,7,7,2,1,1,8
795,7,7,2,1,1,9
796,7,13,none,1,1,1
797,7,9,3,1,1,5
798,7,12,9,1,1,9
799,7,17,16,1,1,1
800,7,14,none,1,1,1
801,7,9,18,1,1,4
802,7,2,8,1,1,4
803,7,4,none,1,0,7
804,7,4,16,2,1,7
805,7,6,9,1,1,4
806,7,10,8,1,1,9
807,7,13,none,1,1,10
808,7,9,none,1,0,4
809,7,9,none,2,1,4
810,8,12,none,1,0,5
811,8,12,none,2,0,5
812,8,12,none,3,1,5
813,8,10,none,1,0,9
814,8,10,none,2,0,4
815,8,10,none,3,1,9
816,8,11,none,1,0,2
817,8,11,none,2,0,2
818,8,11,none,3,1,2
819,8,1,none,1,0,3
820,8,1,none,2,1,3
821,8,3,none,1,0,2
822,8,3,none,2,0,2
823,8,3,9,3,1,7
824,8,7,none,1,0,2
825,8,7,14,2,0,10
826,8,7,14,3,1,8
827,8,17,none,1,0,3
828,8,17,none,2,1,3
829,8,12,none,1,0,5
830,8,12,none,2,1,5
831,8,1,none,1,0,9
832,8,1,none,2,1,9
833,8,11,none,1,0,5
834,8,11,6,2,1,5
835,8,13,none,1,0,10
836,8,13,none,2,1,10
837,8,6,none,1,0,1
838,8,6,10,2,0,1
839,8,6,10,3,1,1
840,8,12,16,1,0,5
841,8,12,16,2,1,5
842,8,12,16,2,1,5
843,8,5,none,1,0,5
844,8,5,none,2,1,5
845,8,3,11,1,1,2
846,8,11,none,1,0,3
847,8,11,none,2,1,3
848,8,13,4,1,0,7
849,8,13,4,2,1,7
850,8,10,7,1,0,8
851,8,10,7,2,1,8
852,8,2,none,1,0,3
853,8,2,none,2,1,2
854,8,8,none,1,0,7
855,8,8,none,2,1,7
856,8,14,none,1,0,6
857,8,14,none,2,0,6
858,8,14,18,3,1,6
859,8,17,18,1,0,6
860,8,17,18,2,0,6
861,8,17,18,3,1,7
862,8,17,1,3,1,4
863,8,9,none,2,1,3
864,8,8,none,2,1,9
865,8,2,none,2,1,9
866,8,15,14,3,1,7
867,8,5,8,2,1,4
868,8,18,none,1,0,9
869,8,18,none,2,1,9
870,8,2,none,1,1,10
871,8,13,none,1,1,7
872,8,15,7,1,0,9
873,8,15,7,2,1,9
874,8,6,none,1,1,4
875,8,15,none,1,1,2
876,8,14,1,1,1,7
877,8,13,17,1,1,10
878,8,9,none,1,0,10
879,8,9,none,2,1,5
880,8,13,16,1,1,5
881,8,13,15,1,1,2
882,8,11,16,1,1,5
883,8,11,15,1,1,2
884,8,9,16,1,0,9
885,8,16,8,1,0,5
886,8,16,8,2,0,5
887,8,16,8,3,1,5
888,8,18,none,1,1,2
889,8,2,none,1,1,8
890,8,4,16,1,1,7
891,8,2,none,1,0,4
892,8,2,17,2,1,4
893,8,17,12,1,1,5
894,8,13,none,1,1,10
895,8,16,none,1,1,5
896,8,15,none,1,1,9
897,8,8,none,1,1,1
898,8,14,12,1,1,5
899,8,1,14,2,1,4
900,8,7,6,2,1,3
901,8,5,1,3,1,3
902,8,11,8,2,1,5
903,8,2,4,2,1,4
904,8,17,4,2,1,1
905,8,18,3,1,1,6
906,9,12,none,1,0,5
907,9,12,none,2,0,5
908,9,12,17,3,1,5
909,9,10,none,1,0,8
910,9,10,none,2,0,8
911,9,10,8,3,1,8
912,9,11,none,1,0,9
913,9,11,none,2,0,2
914,9,11,2,3,1,2
915,9,1,none,1,0,4
916,9,1,none,2,1,4
917,9,7,none,1,0,9
918,9,7,none,2,1,5
919,9,7,none,1,0,4
920,9,7,17,2,1,4
921,9,13,none,1,0,10
922,9,13,2,2,0,10
923,9,13,2,3,1,10
924,9,1,none,1,0,9
925,9,1,none,2,1,9
926,9,18,none,1,0,10
927,9,18,none,2,1,3
928,9,12,1,1,0,5
929,9,12,1,2,0,5
930,9,12,1,3,1,5
931,9,1,3,1,1,5
932,9,6,none,1,0,3
933,9,6,none,2,0,3
934,9,6,none,3,1,3
935,9,10,none,1,0,8
936,9,10,14,2,1,8
937,9,10,8,2,1,2
938,9,13,none,1,0,10
939,9,13,none,2,1,5
940,9,13,3,1,0,1
941,9,13,3,2,1,10
942,9,17,none,1,0,3
943,9,17,none,2,1,4
944,9,4,1,1,0,4
945,9,4,1,2,1,4
946,9,12,8,1,0,3
947,9,12,8,2,1,3
948,9,5,12,1,0,10
949,9,5,12,2,1,1
950,9,6,none,1,1,8
951,9,12,none,1,0,5
952,9,12,10,2,1,5
953,9,7,none,1,0,3
954,9,7,14,2,1,5
955,9,14,none,1,0,10
956,9,14,none,2,1,10
957,9,18,9,1,0,6
958,9,18,9,2,0,6
959,9,18,9,3,1,6
960,9,11,none,1,0,9
961,9,11,none,2,1,8
962,9,3,17,1,1,9
963,9,11,none,1,0,2
964,9,11,none,2,1,2
965,9,9,4,1,0,4
966,9,9,4,2,1,4
967,9,16,1,1,1,5
968,9,9,none,1,1,6
969,9,6,4,1,0,2
970,9,6,4,2,1,2
971,9,8,none,1,0,9
972,9,8,none,2,1,9
973,9,3,2,1,1,6
974,9,15,none,1,0,9
975,9,15,none,2,1,9
976,9,11,14,1,1,4
977,9,11,none,1,1,2
978,9,16,11,1,1,6
979,9,2,8,3,1,4
980,9,4,5,2,1,3
981,9,1,14,2,1,3
982,9,1,none,2,1,10
983,9,17,9,3,1,1
984,9,5,2,1,1,7
985,9,18,14,1,1,6
986,9,12,17,1,1,4
987,9,8,18,1,1,4
988,9,7,2,1,1,8
989,9,13,5,1,1,4
990,9,5,9,1,1,4
991,9,15,11,1,1,8
992,9,2,13,1,1,4
993,9,17,3,1,1,2
994,9,10,4,1,1,10
995,9,6,13,1,1,5
996,9,16,15,1,0,4
997,9,16,15,2,0,4
998,9,16,15,3,1,4
999,9,8,none,1,0,3
